unique_id,ds,y,unit_price
german_bakery_item_1,5/11/2024,21,2.22
german_bakery_item_1,5/12/2024,78,2.17
german_bakery_item_1,5/13/2024,50,3.23
german_bakery_item_1,5/14/2024,66,3.98
german_bakery_item_1,5/15/2024,58,3.89
german_bakery_item_1,5/16/2024,56,4.38
german_bakery_item_1,5/17/2024,32,1.95
german_bakery_item_1,5/18/2024,96,3.92
german_bakery_item_1,5/19/2024,46,1.81
german_bakery_item_1,5/20/2024,33,1.63
german_bakery_item_1,5/21/2024,35,3.59
german_bakery_item_1,5/22/2024,94,2.17
german_bakery_item_1,5/23/2024,72,4.5
german_bakery_item_1,5/24/2024,65,3.12
german_bakery_item_1,5/25/2024,60,2.29
german_bakery_item_1,5/26/2024,80,4.83
german_bakery_item_1,5/27/2024,76,3.71
german_bakery_item_1,5/28/2024,67,4.73
german_bakery_item_1,5/29/2024,42,3.08
german_bakery_item_1,5/30/2024,28,1.66
german_bakery_item_1,5/31/2024,62,3.78
german_bakery_item_1,6/1/2024,58,3.85
german_bakery_item_1,6/2/2024,52,3.53
german_bakery_item_1,6/3/2024,31,2.58
german_bakery_item_1,6/4/2024,27,3.2
german_bakery_item_1,6/5/2024,75,2.09
german_bakery_item_1,6/6/2024,80,3.99
german_bakery_item_1,6/7/2024,43,3.86
german_bakery_item_1,6/8/2024,41,3.76
german_bakery_item_1,6/9/2024,55,4.82
german_bakery_item_1,6/10/2024,43,3.33
german_bakery_item_1,6/11/2024,74,4.53
german_bakery_item_1,6/12/2024,84,4.63
german_bakery_item_1,6/13/2024,27,3.93
german_bakery_item_1,6/14/2024,26,4.96
german_bakery_item_1,6/15/2024,44,3.59
german_bakery_item_1,6/16/2024,45,4.83
german_bakery_item_1,6/17/2024,79,2.42
german_bakery_item_1,6/18/2024,26,1.75
german_bakery_item_1,6/19/2024,72,4.49
german_bakery_item_1,6/20/2024,93,3.9
german_bakery_item_1,6/21/2024,91,4.4
german_bakery_item_1,6/22/2024,48,2.87
german_bakery_item_1,6/23/2024,87,4.91
german_bakery_item_1,6/24/2024,27,3.2
german_bakery_item_1,6/25/2024,53,2.9
german_bakery_item_1,6/26/2024,98,3.61
german_bakery_item_1,6/27/2024,82,4.21
german_bakery_item_1,6/28/2024,80,1.88
german_bakery_item_1,6/29/2024,65,3.02
german_bakery_item_1,6/30/2024,42,4.27
german_bakery_item_1,7/1/2024,45,2.67
german_bakery_item_1,7/2/2024,91,2.94
german_bakery_item_1,7/3/2024,29,2.94
german_bakery_item_1,7/4/2024,26,3.1
german_bakery_item_1,7/5/2024,30,4.38
german_bakery_item_1,7/6/2024,76,3.29
german_bakery_item_1,7/7/2024,58,2.39
german_bakery_item_1,7/8/2024,43,4.21
german_bakery_item_1,7/9/2024,47,1.71
german_bakery_item_1,7/10/2024,91,3.26
german_bakery_item_1,7/11/2024,93,1.91
german_bakery_item_1,7/12/2024,24,3.69
german_bakery_item_1,7/13/2024,97,2.32
german_bakery_item_1,7/14/2024,58,4.68
german_bakery_item_1,7/15/2024,87,3.33
german_bakery_item_1,7/16/2024,49,4.21
german_bakery_item_1,7/17/2024,27,1.73
german_bakery_item_1,7/18/2024,86,3.07
german_bakery_item_1,7/19/2024,62,1.79
german_bakery_item_1,7/20/2024,35,4.47
german_bakery_item_1,7/21/2024,20,1.88
german_bakery_item_1,7/22/2024,74,3.16
german_bakery_item_1,7/23/2024,42,2.79
german_bakery_item_1,7/24/2024,90,3.44
german_bakery_item_1,7/25/2024,71,3.77
german_bakery_item_1,7/26/2024,53,4.85
german_bakery_item_1,7/27/2024,92,3.87
german_bakery_item_1,7/28/2024,70,2.35
german_bakery_item_1,7/29/2024,93,4.32
german_bakery_item_1,7/30/2024,65,3.44
german_bakery_item_1,7/31/2024,76,3.03
german_bakery_item_1,8/1/2024,44,2.97
german_bakery_item_1,8/2/2024,50,2.55
german_bakery_item_1,8/3/2024,67,4.15
german_bakery_item_1,8/4/2024,91,4.11
german_bakery_item_1,8/5/2024,72,4.51
german_bakery_item_1,8/6/2024,70,3.9
german_bakery_item_1,8/7/2024,46,1.63
german_bakery_item_1,8/8/2024,72,2.6
german_bakery_item_1,8/9/2024,35,3.35
german_bakery_item_1,8/10/2024,78,3.08
german_bakery_item_1,8/11/2024,90,2.21
german_bakery_item_1,8/12/2024,94,4.67
german_bakery_item_1,8/13/2024,84,4.68
german_bakery_item_1,8/14/2024,61,2.98
german_bakery_item_1,8/15/2024,70,4.68
german_bakery_item_1,8/16/2024,37,3.69
german_bakery_item_1,8/17/2024,40,4.02
german_bakery_item_1,8/18/2024,94,1.64
german_bakery_item_1,8/19/2024,76,3.64
german_bakery_item_1,8/20/2024,61,3.66
german_bakery_item_1,8/21/2024,78,4.52
german_bakery_item_1,8/22/2024,61,2.09
german_bakery_item_1,8/23/2024,80,2.5
german_bakery_item_1,8/24/2024,52,2.13
german_bakery_item_1,8/25/2024,80,2.23
german_bakery_item_1,8/26/2024,28,4.43
german_bakery_item_1,8/27/2024,91,2.82
german_bakery_item_1,8/28/2024,33,4.1
german_bakery_item_1,8/29/2024,50,2.68
german_bakery_item_1,8/30/2024,74,1.92
german_bakery_item_1,8/31/2024,30,2.39
german_bakery_item_1,9/1/2024,28,4.11
german_bakery_item_1,9/2/2024,42,3.51
german_bakery_item_1,9/3/2024,31,2.29
german_bakery_item_1,9/4/2024,31,1.82
german_bakery_item_1,9/5/2024,79,3.16
german_bakery_item_1,9/6/2024,85,3.84
german_bakery_item_1,9/7/2024,69,3.88
german_bakery_item_1,9/8/2024,95,2.68
german_bakery_item_1,9/9/2024,90,3.28
german_bakery_item_1,9/10/2024,57,3.27
german_bakery_item_1,9/11/2024,23,1.6
german_bakery_item_1,9/12/2024,59,3.97
german_bakery_item_1,9/13/2024,88,2.78
german_bakery_item_1,9/14/2024,30,4.04
german_bakery_item_1,9/15/2024,81,3.99
german_bakery_item_1,9/16/2024,20,4.22
german_bakery_item_1,9/17/2024,73,2.08
german_bakery_item_1,9/18/2024,81,4.49
german_bakery_item_1,9/19/2024,97,1.92
german_bakery_item_1,9/20/2024,65,2.31
german_bakery_item_1,9/21/2024,45,1.58
german_bakery_item_1,9/22/2024,32,4.73
german_bakery_item_1,9/23/2024,90,1.73
german_bakery_item_1,9/24/2024,91,3.55
german_bakery_item_1,9/25/2024,35,2.01
german_bakery_item_1,9/26/2024,24,3.36
german_bakery_item_1,9/27/2024,88,3.56
german_bakery_item_1,9/28/2024,52,3.38
german_bakery_item_1,9/29/2024,74,4.92
german_bakery_item_1,9/30/2024,97,2.12
german_bakery_item_1,10/1/2024,62,4.58
german_bakery_item_1,10/2/2024,69,3.93
german_bakery_item_1,10/3/2024,84,3.32
german_bakery_item_1,10/4/2024,67,3.19
german_bakery_item_1,10/5/2024,72,3.78
german_bakery_item_1,10/6/2024,53,2.91
german_bakery_item_1,10/7/2024,42,1.63
german_bakery_item_1,10/8/2024,25,2.83
german_bakery_item_1,10/9/2024,44,3.55
german_bakery_item_1,10/10/2024,85,2.41
german_bakery_item_1,10/11/2024,23,2.08
german_bakery_item_1,10/12/2024,53,1.67
german_bakery_item_1,10/13/2024,87,2.73
german_bakery_item_1,10/14/2024,79,1.56
german_bakery_item_1,10/15/2024,67,4.17
german_bakery_item_1,10/16/2024,54,4.78
german_bakery_item_1,10/17/2024,27,2.77
german_bakery_item_1,10/18/2024,23,1.8
german_bakery_item_1,10/19/2024,54,3.82
german_bakery_item_1,10/20/2024,67,3.73
german_bakery_item_1,10/21/2024,84,4.21
german_bakery_item_1,10/22/2024,40,3.7
german_bakery_item_1,10/23/2024,24,2.95
german_bakery_item_1,10/24/2024,37,1.98
german_bakery_item_1,10/25/2024,90,4.07
german_bakery_item_1,10/26/2024,83,2.39
german_bakery_item_1,10/27/2024,74,4.75
german_bakery_item_1,10/28/2024,86,4.69
german_bakery_item_1,10/29/2024,28,4.96
german_bakery_item_1,10/30/2024,78,3.89
german_bakery_item_1,10/31/2024,73,2.36
german_bakery_item_1,11/1/2024,45,4.18
german_bakery_item_1,11/2/2024,47,2.28
german_bakery_item_1,11/3/2024,87,2.18
german_bakery_item_1,11/4/2024,52,2.56
german_bakery_item_1,11/5/2024,67,1.9
german_bakery_item_1,11/6/2024,53,2.77
german_bakery_item_1,11/7/2024,56,4.11
german_bakery_item_1,11/8/2024,88,4.24
german_bakery_item_1,11/9/2024,58,4.04
german_bakery_item_1,11/10/2024,71,4.23
german_bakery_item_1,11/11/2024,55,3.32
german_bakery_item_1,11/12/2024,46,1.81
german_bakery_item_1,11/13/2024,74,1.62
german_bakery_item_1,11/14/2024,78,3.94
german_bakery_item_1,11/15/2024,47,3.62
german_bakery_item_1,11/16/2024,97,3.9
german_bakery_item_1,11/17/2024,69,1.79
german_bakery_item_1,11/18/2024,91,1.64
german_bakery_item_1,11/19/2024,46,2.88
german_bakery_item_1,11/20/2024,64,1.64
german_bakery_item_1,11/21/2024,62,1.87
german_bakery_item_1,11/22/2024,75,3.72
german_bakery_item_1,11/23/2024,35,2.61
german_bakery_item_1,11/24/2024,40,3.2
german_bakery_item_1,11/25/2024,40,3.52
german_bakery_item_1,11/26/2024,24,2.78
german_bakery_item_1,11/27/2024,51,2.52
german_bakery_item_1,11/28/2024,86,1.72
german_bakery_item_1,11/29/2024,94,1.63
german_bakery_item_1,11/30/2024,43,4.56
german_bakery_item_1,12/1/2024,79,3.64
german_bakery_item_1,12/2/2024,87,1.99
german_bakery_item_1,12/3/2024,94,2.46
german_bakery_item_1,12/4/2024,68,3.57
german_bakery_item_1,12/5/2024,99,4.86
german_bakery_item_1,12/6/2024,22,1.88
german_bakery_item_1,12/7/2024,46,1.85
german_bakery_item_1,12/8/2024,22,1.95
german_bakery_item_1,12/9/2024,42,2.16
german_bakery_item_1,12/10/2024,23,2.97
german_bakery_item_1,12/11/2024,20,3.25
german_bakery_item_1,12/12/2024,53,1.93
german_bakery_item_1,12/13/2024,55,1.7
german_bakery_item_1,12/14/2024,71,4.65
german_bakery_item_1,12/15/2024,43,1.92
german_bakery_item_1,12/16/2024,47,4.09
german_bakery_item_1,12/17/2024,95,3.89
german_bakery_item_1,12/18/2024,88,4.71
german_bakery_item_1,12/19/2024,90,4.98
german_bakery_item_1,12/20/2024,87,3.91
german_bakery_item_1,12/21/2024,21,4.67
german_bakery_item_1,12/22/2024,43,4.54
german_bakery_item_1,12/23/2024,49,2.23
german_bakery_item_1,12/24/2024,36,3.58
german_bakery_item_1,12/25/2024,24,4.71
german_bakery_item_1,12/26/2024,79,4.99
german_bakery_item_1,12/27/2024,95,2.95
german_bakery_item_1,12/28/2024,47,2.47
german_bakery_item_1,12/29/2024,73,3.28
german_bakery_item_1,12/30/2024,58,4.38
german_bakery_item_1,12/31/2024,33,2.83
german_bakery_item_1,1/1/2025,79,4.44
german_bakery_item_1,1/2/2025,21,1.77
german_bakery_item_1,1/3/2025,75,2.01
german_bakery_item_1,1/4/2025,83,2.44
german_bakery_item_1,1/5/2025,37,2.05
german_bakery_item_1,1/6/2025,20,2.48
german_bakery_item_1,1/7/2025,66,1.59
german_bakery_item_1,1/8/2025,57,4.05
german_bakery_item_1,1/9/2025,77,4.27
german_bakery_item_1,1/10/2025,93,4.54
german_bakery_item_1,1/11/2025,30,4.89
german_bakery_item_1,1/12/2025,89,1.63
german_bakery_item_1,1/13/2025,32,3.16
german_bakery_item_1,1/14/2025,55,2.8
german_bakery_item_1,1/15/2025,91,2.92
german_bakery_item_1,1/16/2025,55,3.33
german_bakery_item_1,1/17/2025,45,3.39
german_bakery_item_1,1/18/2025,76,1.76
german_bakery_item_1,1/19/2025,22,4.59
german_bakery_item_1,1/20/2025,50,3.02
german_bakery_item_1,1/21/2025,77,1.89
german_bakery_item_1,1/22/2025,62,4.13
german_bakery_item_1,1/23/2025,85,3.54
german_bakery_item_1,1/24/2025,36,4.99
german_bakery_item_1,1/25/2025,38,2.07
german_bakery_item_1,1/26/2025,62,3.71
german_bakery_item_1,1/27/2025,81,4.06
german_bakery_item_1,1/28/2025,21,2.14
german_bakery_item_1,1/29/2025,86,4.75
german_bakery_item_1,1/30/2025,62,3.08
german_bakery_item_1,1/31/2025,37,4.07
german_bakery_item_1,2/1/2025,22,2.64
german_bakery_item_1,2/2/2025,71,2.02
german_bakery_item_1,2/3/2025,43,3.61
german_bakery_item_2,1/1/2024,92,2.3
german_bakery_item_2,1/2/2024,30,3.01
german_bakery_item_2,1/3/2024,30,3.59
german_bakery_item_2,1/4/2024,98,3.95
german_bakery_item_2,1/5/2024,44,3.97
german_bakery_item_2,1/6/2024,46,3.92
german_bakery_item_2,1/7/2024,45,3.33
german_bakery_item_2,1/8/2024,64,2.86
german_bakery_item_2,1/9/2024,60,3.82
german_bakery_item_2,1/10/2024,81,4.54
german_bakery_item_2,1/11/2024,96,1.65
german_bakery_item_2,1/12/2024,85,4.76
german_bakery_item_2,1/13/2024,83,4.88
german_bakery_item_2,1/14/2024,70,2.89
german_bakery_item_2,1/15/2024,59,3.88
german_bakery_item_2,1/16/2024,27,3.2
german_bakery_item_2,1/17/2024,45,4.11
german_bakery_item_2,1/18/2024,91,3.55
german_bakery_item_2,1/19/2024,70,3.84
german_bakery_item_2,1/20/2024,33,1.9
german_bakery_item_2,1/21/2024,98,1.62
german_bakery_item_2,1/22/2024,99,3.89
german_bakery_item_2,1/23/2024,85,2.21
german_bakery_item_2,1/24/2024,94,3.19
german_bakery_item_2,1/25/2024,61,4.62
german_bakery_item_2,1/26/2024,66,3.56
german_bakery_item_2,1/27/2024,58,1.78
german_bakery_item_2,1/28/2024,32,1.55
german_bakery_item_2,1/29/2024,22,2.51
german_bakery_item_2,1/30/2024,41,4.85
german_bakery_item_2,1/31/2024,29,2.59
german_bakery_item_2,2/1/2024,62,3.12
german_bakery_item_2,2/2/2024,58,2.95
german_bakery_item_2,2/3/2024,45,1.73
german_bakery_item_2,2/4/2024,52,1.93
german_bakery_item_2,2/5/2024,77,2.06
german_bakery_item_2,2/6/2024,94,4.05
german_bakery_item_2,2/7/2024,65,2.62
german_bakery_item_2,2/8/2024,44,1.6
german_bakery_item_2,2/9/2024,67,3.2
german_bakery_item_2,2/10/2024,62,4.42
german_bakery_item_2,2/11/2024,99,2.02
german_bakery_item_2,2/12/2024,34,4.06
german_bakery_item_2,2/13/2024,62,2.87
german_bakery_item_2,2/14/2024,21,3.75
german_bakery_item_2,2/15/2024,57,4.8
german_bakery_item_2,2/16/2024,56,1.89
german_bakery_item_2,2/17/2024,81,4.22
german_bakery_item_2,2/18/2024,34,3.08
german_bakery_item_2,2/19/2024,90,3.68
german_bakery_item_2,2/20/2024,82,2.38
german_bakery_item_2,2/21/2024,84,4.73
german_bakery_item_2,2/22/2024,21,3.7
german_bakery_item_2,2/23/2024,49,4.43
german_bakery_item_2,2/24/2024,68,3.66
german_bakery_item_2,2/25/2024,39,1.72
german_bakery_item_2,2/26/2024,35,3.79
german_bakery_item_2,2/27/2024,63,3.84
german_bakery_item_2,2/28/2024,99,4.35
german_bakery_item_2,2/29/2024,53,1.6
german_bakery_item_2,3/1/2024,27,2.03
german_bakery_item_2,3/2/2024,97,4.42
german_bakery_item_2,3/3/2024,51,4.94
german_bakery_item_2,3/4/2024,80,2.83
german_bakery_item_2,3/5/2024,73,4.74
german_bakery_item_2,3/6/2024,80,3.66
german_bakery_item_2,3/7/2024,81,3.1
german_bakery_item_2,3/8/2024,29,1.98
german_bakery_item_2,3/9/2024,87,4.05
german_bakery_item_2,3/10/2024,44,4.25
german_bakery_item_2,3/11/2024,82,1.77
german_bakery_item_2,3/12/2024,92,3.22
german_bakery_item_2,3/13/2024,58,4.7
german_bakery_item_2,3/14/2024,56,2.47
german_bakery_item_2,3/15/2024,34,1.94
german_bakery_item_2,3/16/2024,33,3.62
german_bakery_item_2,3/17/2024,73,1.89
german_bakery_item_2,3/18/2024,37,4.36
german_bakery_item_2,3/19/2024,30,1.82
german_bakery_item_2,3/20/2024,76,2.24
german_bakery_item_2,3/21/2024,66,1.57
german_bakery_item_2,3/22/2024,94,2.92
german_bakery_item_2,3/23/2024,99,3.5
german_bakery_item_2,3/24/2024,32,3.11
german_bakery_item_2,3/25/2024,83,4.06
german_bakery_item_2,3/26/2024,42,2.97
german_bakery_item_2,3/27/2024,90,3.74
german_bakery_item_2,3/28/2024,28,4.28
german_bakery_item_2,3/29/2024,63,4.98
german_bakery_item_2,3/30/2024,82,2.2
german_bakery_item_2,3/31/2024,97,4.49
german_bakery_item_2,4/1/2024,50,4.45
german_bakery_item_2,4/2/2024,65,4.17
german_bakery_item_2,4/3/2024,90,3.49
german_bakery_item_2,4/4/2024,91,1.54
german_bakery_item_2,4/5/2024,68,4.13
german_bakery_item_2,4/6/2024,44,3.21
german_bakery_item_2,4/7/2024,26,3
german_bakery_item_2,4/8/2024,69,3.46
german_bakery_item_2,4/9/2024,34,1.96
german_bakery_item_2,4/10/2024,48,4.42
german_bakery_item_2,4/11/2024,95,1.8
german_bakery_item_2,4/12/2024,74,3.2
german_bakery_item_2,4/13/2024,76,4.41
german_bakery_item_2,4/14/2024,43,1.66
german_bakery_item_2,4/15/2024,91,4.52
german_bakery_item_2,4/16/2024,24,4.1
german_bakery_item_2,4/17/2024,77,3.36
german_bakery_item_2,4/18/2024,92,3.55
german_bakery_item_2,4/19/2024,70,4.85
german_bakery_item_2,4/20/2024,46,1.77
german_bakery_item_2,4/21/2024,56,2.63
german_bakery_item_2,4/22/2024,31,4.31
german_bakery_item_2,4/23/2024,80,1.96
german_bakery_item_2,4/24/2024,66,2.38
german_bakery_item_2,4/25/2024,33,2.56
german_bakery_item_2,4/26/2024,22,3.53
german_bakery_item_2,4/27/2024,25,4.55
german_bakery_item_2,4/28/2024,80,1.65
german_bakery_item_2,4/29/2024,39,3.33
german_bakery_item_2,4/30/2024,83,2.03
german_bakery_item_2,5/1/2024,55,3.52
german_bakery_item_2,5/2/2024,70,4.67
german_bakery_item_2,5/3/2024,64,4.15
german_bakery_item_2,5/4/2024,47,3.23
german_bakery_item_2,5/5/2024,36,2.78
german_bakery_item_2,5/6/2024,37,3.44
german_bakery_item_2,5/7/2024,86,3.17
german_bakery_item_2,5/8/2024,22,1.72
german_bakery_item_2,5/9/2024,32,2.16
german_bakery_item_2,5/10/2024,46,3.23
german_bakery_item_2,5/11/2024,75,2.48
german_bakery_item_2,5/12/2024,68,1.97
german_bakery_item_2,5/13/2024,25,4.17
german_bakery_item_2,5/14/2024,59,1.73
german_bakery_item_2,5/15/2024,41,4.56
german_bakery_item_2,5/16/2024,80,3.72
german_bakery_item_2,5/17/2024,85,3.66
german_bakery_item_2,5/18/2024,93,1.68
german_bakery_item_2,5/19/2024,69,1.88
german_bakery_item_2,5/20/2024,89,3.2
german_bakery_item_2,5/21/2024,46,1.85
german_bakery_item_2,5/22/2024,64,3.08
german_bakery_item_2,5/23/2024,62,3.33
german_bakery_item_2,5/24/2024,34,4.83
german_bakery_item_2,5/25/2024,89,2.98
german_bakery_item_2,5/26/2024,77,4.95
german_bakery_item_2,5/27/2024,93,2.02
german_bakery_item_2,5/28/2024,29,3.69
german_bakery_item_2,5/29/2024,70,3.6
german_bakery_item_2,5/30/2024,53,1.85
german_bakery_item_2,5/31/2024,88,3.13
german_bakery_item_2,6/1/2024,42,4.82
german_bakery_item_2,6/2/2024,31,3.21
german_bakery_item_2,6/3/2024,63,4.08
german_bakery_item_2,6/4/2024,30,2.87
german_bakery_item_2,6/5/2024,78,3.28
german_bakery_item_2,6/6/2024,23,4.42
german_bakery_item_2,6/7/2024,50,3.4
german_bakery_item_2,6/8/2024,78,3.86
german_bakery_item_2,6/9/2024,89,4.68
german_bakery_item_2,6/10/2024,29,4.97
german_bakery_item_2,6/11/2024,80,4.39
german_bakery_item_2,6/12/2024,45,2.9
german_bakery_item_2,6/13/2024,83,3.74
german_bakery_item_2,6/14/2024,25,2.42
german_bakery_item_2,6/15/2024,46,1.78
german_bakery_item_2,6/16/2024,37,3.75
german_bakery_item_2,6/17/2024,69,2.44
german_bakery_item_2,6/18/2024,95,4.95
german_bakery_item_2,6/19/2024,42,4.11
german_bakery_item_2,6/20/2024,62,1.6
german_bakery_item_2,6/21/2024,27,2.29
german_bakery_item_2,6/22/2024,78,4.66
german_bakery_item_2,6/23/2024,81,3.83
german_bakery_item_2,6/24/2024,23,4.73
german_bakery_item_2,6/25/2024,53,2.4
german_bakery_item_2,6/26/2024,77,3.13
german_bakery_item_2,6/27/2024,83,4.54
german_bakery_item_2,6/28/2024,69,3.31
german_bakery_item_2,6/29/2024,86,1.9
german_bakery_item_2,6/30/2024,41,4.98
german_bakery_item_2,7/1/2024,32,3.28
german_bakery_item_2,7/2/2024,96,4.44
german_bakery_item_2,7/3/2024,57,2.73
german_bakery_item_2,7/4/2024,28,2.96
german_bakery_item_2,7/5/2024,47,4.79
german_bakery_item_2,7/6/2024,37,3.02
german_bakery_item_2,7/7/2024,54,3.97
german_bakery_item_2,7/8/2024,79,3.63
german_bakery_item_2,7/9/2024,98,3.55
german_bakery_item_2,7/10/2024,46,4.08
german_bakery_item_2,7/11/2024,96,2.37
german_bakery_item_2,7/12/2024,67,3.69
german_bakery_item_2,7/13/2024,20,2.24
german_bakery_item_2,7/14/2024,81,3.51
german_bakery_item_2,7/15/2024,56,3.2
german_bakery_item_2,7/16/2024,26,4.87
german_bakery_item_2,7/17/2024,96,2.48
german_bakery_item_2,7/18/2024,28,2.09
german_bakery_item_2,7/19/2024,41,1.82
german_bakery_item_2,7/20/2024,78,1.67
german_bakery_item_2,7/21/2024,46,1.95
german_bakery_item_2,7/22/2024,69,4.85
german_bakery_item_2,7/23/2024,43,2.32
german_bakery_item_2,7/24/2024,48,3.45
german_bakery_item_2,7/25/2024,21,4.16
